Date,Open,High,Low,Close,Adj Close,Volume,Change %
01/03/2019,1284.80,1295.11,1284.17,1293.99,1293.99,0,0.72%
01/02/2019,1282.30,1288.93,1278.59,1284.77,1284.77,0,0.17%
01/01/2019,1282.78,1283.05,1282.52,1282.61,1282.61,0,-0.02%
12/31/2018,1280.20,1284.34,1277.31,1282.82,1282.82,0,0.16%
12/28/2018,1275.23,1282.34,1274.19,1280.75,1280.75,0,0.43%
12/27/2018,1266.89,1279.30,1266.42,1275.22,1275.22,0,0.65%
12/26/2018,1270.75,1279.33,1264.56,1266.98,1266.98,0,-0.17%
12/24/2018,1258.65,1270.13,1257.96,1269.13,1269.13,0,1.04%
12/21/2018,1260.10,1263.12,1253.68,1256.01,1256.01,0,-0.33%
12/20/2018,1243.40,1266.70,1242.70,1260.15,1260.15,0,1.35%
12/19/2018,1249.37,1258.44,1241.49,1243.40,1243.40,0,-0.48%
12/18/2018,1246.02,1250.63,1244.79,1249.38,1249.38,0,0.28%
12/17/2018,1237.60,1248.46,1235.69,1245.91,1245.91,0,0.62%
12/14/2018,1242.43,1243.30,1232.70,1238.21,1238.21,0,-0.34%
12/13/2018,1245.69,1247.14,1240.05,1242.46,1242.46,0,-0.27%
12/12/2018,1242.94,1247.52,1241.94,1245.80,1245.80,0,0.23%
12/11/2018,1244.52,1249.89,1240.81,1242.94,1242.94,0,-0.13%
12/10/2018,1250.76,1250.85,1241.47,1244.58,1244.58,0,-0.28%
12/07/2018,1238.00,1250.44,1237.29,1248.09,1248.09,0,0.82%
12/06/2018,1237.56,1244.72,1234.56,1237.99,1237.99,0,0.04%
12/05/2018,1238.55,1239.64,1233.21,1237.56,1237.56,0,-0.08%
12/04/2018,1231.03,1242.22,1230.34,1238.55,1238.55,0,0.61%
12/03/2018,1223.19,1235.19,1221.22,1231.07,1231.07,0,0.75%
11/30/2018,1223.95,1225.95,1216.49,1221.96,1221.96,0,-0.17%
11/29/2018,1221.13,1229.23,1220.45,1223.99,1223.99,0,0.24%
11/28/2018,1214.64,1226.55,1210.99,1221.11,1221.11,0,0.53%
11/27/2018,1222.36,1225.43,1211.71,1214.69,1214.69,0,-0.63%
11/26/2018,1224.04,1228.44,1221.45,1222.37,1222.37,0,-0.07%
11/23/2018,1227.08,1228.92,1220.12,1223.19,1223.19,0,-0.35%
11/22/2018,1226.02,1229.45,1224.81,1227.45,1227.45,0,0.12%
11/21/2018,1221.53,1230.33,1219.52,1226.02,1226.02,0,0.37%
11/20/2018,1224.06,1229.04,1219.69,1221.55,1221.55,0,-0.20%
11/19/2018,1222.34,1225.51,1217.82,1224.05,1224.05,0,0.21%
11/16/2018,1213.01,1225.67,1212.61,1221.47,1221.47,0,0.70%
11/15/2018,1210.85,1216.66,1207.83,1213.00,1213.00,0,0.17%
11/14/2018,1202.25,1216.51,1197.43,1210.91,1210.91,0,0.71%
11/13/2018,1200.65,1205.57,1196.19,1202.34,1202.34,0,0.14%
11/12/2018,1210.05,1211.79,1200.31,1200.65,1200.65,0,-0.74%
11/09/2018,1223.54,1224.09,1206.53,1209.59,1209.59,0,-1.14%
11/08/2018,1226.04,1227.24,1219.94,1223.54,1223.54,0,-0.21%
11/07/2018,1226.92,1236.20,1223.13,1226.10,1226.10,0,-0.06%
11/06/2018,1231.36,1236.33,1223.34,1226.80,1226.80,0,-0.37%
11/05/2018,1233.09,1235.32,1226.77,1231.30,1231.30,0,-0.13%
11/02/2018,1234.37,1236.72,1229.67,1232.89,1232.89,0,-0.03%
11/01/2018,1215.24,1237.74,1214.69,1233.23,1233.23,0,1.54%
10/31/2018,1223.04,1223.50,1211.82,1214.54,1214.54,0,-0.73%
10/30/2018,1230.06,1230.83,1219.71,1223.44,1223.44,0,-0.51%
10/29/2018,1234.15,1235.73,1224.31,1229.74,1229.74,0,-0.31%
10/26/2018,1232.25,1243.63,1229.78,1233.58,1233.58,0,0.11%
10/25/2018,1234.55,1239.54,1227.84,1232.23,1232.23,0,-0.16%
10/24/2018,1230.52,1234.24,1225.42,1234.22,1234.22,0,0.30%
10/23/2018,1222.15,1239.94,1221.65,1230.48,1230.48,0,0.68%
10/22/2018,1228.06,1229.78,1219.95,1222.17,1222.17,0,-0.34%
10/19/2018,1225.66,1231.01,1222.93,1226.31,1226.31,0,0.05%
10/18/2018,1222.02,1230.51,1218.44,1225.75,1225.75,0,0.25%
10/17/2018,1224.59,1229.82,1220.33,1222.68,1222.68,0,-0.14%
10/16/2018,1227.17,1232.71,1223.35,1224.43,1224.43,0,-0.20%
10/15/2018,1217.44,1233.67,1217.40,1226.94,1226.94,0,0.74%
10/12/2018,1224.24,1224.38,1215.60,1217.93,1217.93,0,-0.52%
10/11/2018,1194.95,1226.51,1191.10,1224.33,1224.33,0,2.47%
10/10/2018,1189.66,1194.98,1185.13,1194.78,1194.78,0,0.43%
10/09/2018,1188.63,1192.19,1183.24,1189.62,1189.62,0,0.14%
10/08/2018,1203.15,1204.31,1183.57,1188.01,1188.01,0,-1.23%
10/05/2018,1199.75,1206.09,1196.99,1202.85,1202.85,0,0.27%
10/04/2018,1197.35,1207.09,1195.77,1199.66,1199.66,0,0.19%
10/03/2018,1203.45,1208.72,1196.55,1197.37,1197.37,0,-0.48%
10/02/2018,1188.86,1208.52,1188.44,1203.10,1203.10,0,1.23%
10/01/2018,1192.19,1192.51,1184.46,1188.46,1188.46,0,-0.30%
09/28/2018,1182.89,1193.95,1180.68,1192.09,1192.09,0,0.79%
09/27/2018,1194.84,1198.96,1181.88,1182.80,1182.80,0,-0.98%
09/26/2018,1201.23,1202.84,1190.41,1194.46,1194.46,0,-0.57%
09/25/2018,1198.84,1203.51,1197.01,1201.31,1201.31,0,0.20%
09/24/2018,1198.31,1204.44,1194.21,1198.85,1198.85,0,-0.06%
09/21/2018,1207.48,1211.39,1191.76,1199.55,1199.55,0,-0.67%
09/20/2018,1203.83,1208.69,1201.07,1207.58,1207.58,0,0.30%
09/19/2018,1198.17,1206.41,1197.64,1203.98,1203.98,0,0.47%
09/18/2018,1201.86,1203.78,1195.76,1198.35,1198.35,0,-0.21%
09/17/2018,1193.18,1205.17,1192.76,1200.93,1200.93,0,0.60%
09/14/2018,1201.76,1208.94,1192.93,1193.71,1193.71,0,-0.64%
09/13/2018,1206.94,1212.90,1199.98,1201.44,1201.44,0,-0.39%
09/12/2018,1198.65,1208.85,1192.51,1206.19,1206.19,0,0.66%
09/11/2018,1195.43,1199.60,1187.57,1198.29,1198.29,0,0.20%
09/10/2018,1195.41,1198.72,1191.40,1195.88,1195.88,0,0.00%
09/07/2018,1199.97,1203.80,1193.19,1195.85,1195.85,0,-0.36%
09/06/2018,1197.23,1207.37,1195.61,1200.15,1200.15,0,0.28%
09/05/2018,1191.47,1198.72,1190.86,1196.75,1196.75,0,0.45%
09/04/2018,1201.67,1202.33,1189.53,1191.35,1191.35,0,-0.82%
09/03/2018,1200.29,1204.20,1195.64,1201.15,1201.15,0,0.01%
08/31/2018,1200.58,1209.17,1198.42,1201.09,1201.09,0,0.10%
08/30/2018,1206.58,1208.05,1196.20,1199.88,1199.88,0,-0.56%
08/29/2018,1201.31,1207.63,1200.89,1206.66,1206.66,0,0.45%
08/28/2018,1211.61,1214.67,1199.39,1201.26,1201.26,0,-0.83%
08/27/2018,1206.94,1212.63,1202.86,1211.34,1211.34,0,0.45%
08/24/2018,1185.41,1208.83,1183.12,1205.96,1205.96,0,1.74%
08/23/2018,1195.94,1196.84,1183.67,1185.31,1185.31,0,-0.85%
08/22/2018,1196.80,1201.84,1192.40,1195.51,1195.51,0,-0.05%
08/21/2018,1190.61,1197.13,1187.47,1196.13,1196.13,0,0.47%
08/20/2018,1183.74,1191.26,1182.61,1190.53,1190.53,0,0.49%
08/17/2018,1173.73,1185.34,1171.82,1184.77,1184.77,0,0.90%
08/16/2018,1175.57,1182.25,1160.19,1174.16,1174.16,0,-0.06%
08/15/2018,1194.41,1194.84,1173.03,1174.88,1174.88,0,-1.60%
08/14/2018,1194.19,1198.99,1191.99,1194.03,1194.03,0,0.03%
08/13/2018,1211.24,1214.07,1191.61,1193.64,1193.64,0,-1.46%
08/10/2018,1212.54,1217.29,1205.66,1211.30,1211.30,0,-0.09%
08/09/2018,1213.94,1217.64,1210.64,1212.34,1212.34,0,-0.10%
08/08/2018,1210.81,1216.20,1206.28,1213.60,1213.60,0,0.21%
08/07/2018,1207.54,1216.51,1207.54,1211.02,1211.02,0,0.34%
08/06/2018,1213.65,1218.21,1206.44,1206.94,1206.94,0,-0.53%
08/03/2018,1208.09,1220.38,1204.28,1213.43,1213.43,0,0.45%
08/02/2018,1215.46,1221.39,1207.03,1207.96,1207.96,0,-0.67%
08/01/2018,1223.97,1225.10,1215.58,1216.06,1216.06,0,-0.64%
07/31/2018,1221.78,1228.52,1214.48,1223.83,1223.83,0,0.17%
07/30/2018,1222.96,1225.44,1218.86,1221.80,1221.80,0,-0.13%
07/27/2018,1222.99,1227.51,1217.30,1223.38,1223.38,0,0.06%
07/26/2018,1231.34,1235.57,1222.13,1222.68,1222.68,0,-0.73%
07/25/2018,1224.34,1234.51,1223.02,1231.61,1231.61,0,0.58%
07/24/2018,1224.94,1229.76,1218.08,1224.55,1224.55,0,0.00%
07/23/2018,1231.55,1235.50,1222.07,1224.54,1224.54,0,-0.59%
07/20/2018,1223.33,1232.94,1215.70,1231.77,1231.77,0,0.73%
07/19/2018,1227.46,1229.07,1211.48,1222.80,1222.80,0,-0.36%
07/18/2018,1227.47,1229.54,1221.07,1227.18,1227.18,0,-0.03%
07/17/2018,1240.76,1245.31,1225.94,1227.52,1227.52,0,-1.07%
07/16/2018,1241.41,1245.90,1238.13,1240.82,1240.82,0,-0.06%
07/13/2018,1247.45,1248.27,1236.78,1241.52,1241.52,0,-0.45%
07/12/2018,1242.14,1248.93,1241.23,1247.15,1247.15,0,0.40%
07/11/2018,1255.88,1257.10,1241.28,1242.16,1242.16,0,-1.07%
07/10/2018,1257.68,1260.64,1247.16,1255.65,1255.65,0,-0.17%
07/09/2018,1255.13,1266.26,1255.02,1257.77,1257.77,0,0.22%
07/06/2018,1257.50,1258.96,1252.54,1254.98,1254.98,0,-0.22%
07/05/2018,1256.87,1259.99,1251.04,1257.76,1257.76,0,0.06%
07/04/2018,1252.14,1261.44,1251.81,1256.95,1256.95,0,0.32%
07/03/2018,1242.13,1257.31,1237.71,1252.93,1252.93,0,0.88%
07/02/2018,1253.49,1254.48,1239.45,1241.97,1241.97,0,-0.88%
06/29/2018,1247.99,1256.04,1246.06,1253.00,1253.00,0,0.38%
06/28/2018,1251.96,1254.42,1245.67,1248.28,1248.28,0,-0.30%
06/27/2018,1258.28,1260.23,1250.64,1252.02,1252.02,0,-0.55%
06/26/2018,1266.11,1268.04,1254.54,1258.98,1258.98,0,-0.55%
06/25/2018,1271.74,1272.90,1264.20,1266.00,1266.00,0,-0.26%
06/22/2018,1267.30,1271.27,1266.48,1269.28,1269.28,0,0.16%
06/21/2018,1268.34,1270.47,1261.23,1267.20,1267.20,0,-0.07%
06/20/2018,1274.81,1276.59,1267.60,1268.10,1268.10,0,-0.52%
06/19/2018,1278.56,1284.43,1270.28,1274.77,1274.77,0,-0.28%
06/18/2018,1279.15,1281.92,1276.94,1278.31,1278.31,0,-0.12%
06/15/2018,1302.26,1303.33,1275.30,1279.84,1279.84,0,-1.72%
06/14/2018,1299.84,1309.64,1297.32,1302.22,1302.22,0,0.19%
06/13/2018,1295.98,1301.44,1292.42,1299.71,1299.71,0,0.29%
06/12/2018,1300.42,1300.81,1292.97,1295.97,1295.97,0,-0.32%
06/11/2018,1299.40,1302.50,1293.96,1300.15,1300.15,0,0.11%
06/08/2018,1297.03,1300.93,1293.84,1298.75,1298.75,0,0.13%
06/07/2018,1296.98,1303.30,1294.87,1297.13,1297.13,0,0.01%
06/06/2018,1296.58,1302.10,1293.77,1297.00,1297.00,0,0.07%
06/05/2018,1292.34,1300.81,1289.77,1296.14,1296.14,0,0.32%
06/04/2018,1293.16,1298.26,1290.18,1291.98,1291.98,0,-0.09%
06/01/2018,1298.79,1300.66,1289.34,1293.15,1293.15,0,-0.40%
05/31/2018,1301.56,1306.69,1297.75,1298.32,1298.32,0,-0.24%
05/30/2018,1299.20,1304.55,1295.66,1301.48,1301.48,0,0.20%
05/29/2018,1298.15,1306.46,1293.62,1298.85,1298.85,0,0.06%
05/28/2018,1298.93,1300.30,1295.41,1298.10,1298.10,0,-0.27%
05/25/2018,1304.42,1307.95,1299.81,1301.61,1301.61,0,-0.25%
05/24/2018,1294.08,1306.77,1292.68,1304.88,1304.88,0,0.86%
05/23/2018,1291.18,1298.01,1288.02,1293.75,1293.75,0,0.19%
05/22/2018,1292.93,1296.28,1287.78,1291.32,1291.32,0,-0.10%
05/21/2018,1290.90,1293.38,1282.00,1292.68,1292.68,0,0.01%
05/18/2018,1290.74,1294.44,1286.02,1292.50,1292.50,0,0.12%
05/17/2018,1290.57,1294.59,1285.64,1291.00,1291.00,0,0.00%
05/16/2018,1289.98,1297.13,1286.37,1291.03,1291.03,0,0.03%
05/15/2018,1313.13,1315.06,1288.56,1290.65,1290.65,0,-1.69%
05/14/2018,1318.55,1322.58,1312.75,1312.82,1312.82,0,-0.41%
05/11/2018,1321.44,1326.17,1317.63,1318.22,1318.22,0,-0.24%
05/10/2018,1312.06,1322.94,1310.74,1321.40,1321.40,0,0.66%
05/09/2018,1314.51,1317.61,1304.34,1312.78,1312.78,0,-0.13%
05/08/2018,1313.59,1317.86,1305.99,1314.47,1314.47,0,0.01%
05/07/2018,1315.05,1319.08,1310.15,1314.30,1314.30,0,-0.06%
05/04/2018,1312.31,1315.47,1308.08,1315.05,1315.05,0,0.23%
05/03/2018,1304.78,1318.23,1304.60,1312.09,1312.09,0,0.56%
05/02/2018,1304.20,1313.59,1303.79,1304.84,1304.84,0,0.07%
05/01/2018,1315.40,1316.56,1301.74,1303.97,1303.97,0,-0.87%
04/30/2018,1322.80,1325.17,1310.29,1315.35,1315.35,0,-0.56%
04/27/2018,1317.07,1325.41,1315.45,1322.80,1322.80,0,0.42%
04/26/2018,1322.91,1326.80,1315.24,1317.28,1317.28,0,-0.46%
04/25/2018,1330.64,1332.26,1318.76,1323.33,1323.33,0,-0.55%
04/24/2018,1324.74,1332.86,1322.51,1330.68,1330.68,0,0.43%
04/23/2018,1335.19,1335.66,1322.04,1325.00,1325.00,0,-0.76%
04/20/2018,1346.22,1346.47,1334.86,1335.13,1335.13,0,-0.78%
04/19/2018,1349.38,1354.95,1340.94,1345.60,1345.60,0,-0.28%
04/18/2018,1347.53,1355.90,1342.07,1349.32,1349.32,0,0.15%
04/17/2018,1345.82,1349.61,1337.59,1347.29,1347.29,0,0.10%
04/16/2018,1344.60,1350.73,1340.07,1345.92,1345.92,0,0.03%
04/13/2018,1335.17,1347.31,1335.17,1345.46,1345.46,0,0.75%
04/12/2018,1352.68,1353.42,1333.74,1335.48,1335.48,0,-1.32%
04/11/2018,1339.69,1365.37,1339.48,1353.29,1353.29,0,0.99%
04/10/2018,1336.37,1342.79,1331.11,1340.05,1340.05,0,0.28%
04/09/2018,1333.21,1338.16,1326.80,1336.24,1336.24,0,0.23%
04/06/2018,1326.70,1335.49,1321.28,1333.19,1333.19,0,0.50%
04/05/2018,1333.03,1335.10,1322.63,1326.55,1326.55,0,-0.51%
04/04/2018,1332.89,1348.27,1331.44,1333.34,1333.34,0,0.04%
04/03/2018,1340.86,1342.68,1328.93,1332.82,1332.82,0,-0.64%
04/02/2018,1326.21,1345.03,1324.76,1341.35,1341.35,0,1.23%
03/29/2018,1324.94,1328.54,1321.33,1325.00,1325.00,0,0.00%
03/28/2018,1345.74,1347.23,1323.42,1324.99,1324.99,0,-1.47%
03/27/2018,1353.51,1356.87,1339.93,1344.71,1344.71,0,-0.65%
03/26/2018,1347.90,1356.13,1343.40,1353.46,1353.46,0,0.46%
03/23/2018,1329.33,1350.41,1328.98,1347.22,1347.22,0,1.37%
03/22/2018,1332.18,1335.01,1324.73,1328.95,1328.95,0,-0.24%
03/21/2018,1311.20,1336.79,1309.80,1332.18,1332.18,0,1.60%
03/20/2018,1317.23,1318.48,1307.13,1311.21,1311.21,0,-0.44%
03/19/2018,1313.94,1319.86,1307.71,1316.94,1316.94,0,0.22%
03/16/2018,1316.56,1321.86,1309.56,1314.00,1314.00,0,-0.17%
03/15/2018,1324.62,1328.06,1314.86,1316.26,1316.26,0,-0.66%
03/14/2018,1326.45,1330.27,1321.58,1325.00,1325.00,0,-0.11%
03/13/2018,1322.90,1328.48,1316.55,1326.40,1326.40,0,0.25%
03/12/2018,1323.69,1324.52,1315.18,1323.05,1323.05,0,-0.05%
03/09/2018,1322.33,1325.33,1313.06,1323.70,1323.70,0,0.10%
03/08/2018,1325.49,1329.22,1318.98,1322.34,1322.34,0,-0.24%
03/07/2018,1334.51,1340.68,1322.24,1325.54,1325.54,0,-0.67%
03/06/2018,1320.03,1338.72,1319.72,1334.46,1334.46,0,1.09%
03/05/2018,1323.78,1328.02,1317.43,1320.02,1320.02,0,-0.17%
03/02/2018,1316.54,1325.65,1315.12,1322.20,1322.20,0,0.43%
03/01/2018,1318.22,1321.16,1302.76,1316.55,1316.55,0,-0.11%
02/28/2018,1318.20,1322.64,1315.59,1318.05,1318.05,0,-0.01%
02/27/2018,1333.14,1336.90,1313.47,1318.20,1318.20,0,-1.12%
02/26/2018,1327.92,1341.06,1326.59,1333.16,1333.16,0,0.32%
02/23/2018,1331.81,1332.42,1325.73,1328.94,1328.94,0,-0.19%
02/22/2018,1323.94,1332.34,1320.84,1331.51,1331.51,0,0.55%
02/21/2018,1329.48,1336.27,1322.36,1324.26,1324.26,0,-0.39%
02/20/2018,1346.77,1348.36,1328.39,1329.49,1329.49,0,-1.28%
02/19/2018,1347.67,1351.34,1345.82,1346.69,1346.69,0,-0.09%
02/16/2018,1353.31,1361.97,1344.82,1347.86,1347.86,0,-0.40%
02/15/2018,1350.78,1357.18,1348.41,1353.30,1353.30,0,0.19%
02/14/2018,1329.53,1355.57,1319.42,1350.76,1350.76,0,1.60%
02/13/2018,1322.29,1330.96,1321.39,1329.55,1329.55,0,0.50%
02/12/2018,1315.04,1326.20,1314.11,1322.88,1322.88,0,0.47%
02/09/2018,1318.87,1322.71,1311.06,1316.69,1316.69,0,-0.17%
02/08/2018,1318.61,1322.17,1306.90,1318.97,1318.97,0,0.04%
02/07/2018,1325.16,1332.49,1312.05,1318.49,1318.49,0,-0.49%
02/06/2018,1339.68,1346.08,1320.04,1325.02,1325.02,0,-1.09%
02/05/2018,1332.32,1341.70,1328.88,1339.60,1339.60,0,0.50%
02/02/2018,1349.16,1350.12,1327.21,1332.98,1332.98,0,-1.20%
02/01/2018,1345.40,1351.42,1337.30,1349.19,1349.19,0,0.30%
01/31/2018,1338.87,1347.93,1332.70,1345.10,1345.10,0,0.49%
01/30/2018,1340.67,1349.12,1334.48,1338.55,1338.55,0,-0.13%
01/29/2018,1350.07,1352.65,1337.74,1340.35,1340.35,0,-0.73%
01/26/2018,1348.36,1357.39,1344.38,1350.14,1350.14,0,0.16%
01/25/2018,1358.48,1366.47,1343.10,1348.05,1348.05,0,-0.74%
01/24/2018,1341.45,1361.88,1339.27,1358.15,1358.15,0,1.25%
01/23/2018,1334.45,1342.22,1331.54,1341.39,1341.39,0,0.55%
01/22/2018,1334.88,1336.04,1328.71,1334.11,1334.11,0,0.17%
01/19/2018,1327.49,1338.37,1326.46,1331.80,1331.80,0,0.35%
01/18/2018,1327.75,1333.14,1323.79,1327.19,1327.19,0,-0.04%
01/17/2018,1338.29,1343.99,1326.73,1327.73,1327.73,0,-0.81%
01/16/2018,1340.06,1342.35,1331.73,1338.61,1338.61,0,-0.12%
01/15/2018,1337.05,1344.93,1336.14,1340.16,1340.16,0,0.13%
01/12/2018,1322.82,1339.40,1321.16,1338.40,1338.40,0,1.21%
01/11/2018,1316.89,1323.98,1315.49,1322.42,1322.42,0,0.40%
01/10/2018,1313.28,1326.94,1308.29,1317.19,1317.19,0,0.35%
01/09/2018,1320.63,1320.68,1308.80,1312.66,1312.66,0,-0.60%
01/08/2018,1320.04,1322.22,1314.97,1320.58,1320.58,0,0.03%
01/05/2018,1323.50,1323.83,1313.81,1320.21,1320.21,0,-0.21%
01/04/2018,1312.53,1325.92,1305.67,1322.97,1322.97,0,0.77%
01/03/2018,1318.16,1321.40,1307.16,1312.84,1312.84,0,-0.40%
01/02/2018,1302.55,1318.98,1302.51,1318.14,1318.14,0,0.86%
01/01/2018,1303.43,1307.72,1302.43,1306.86,1306.86,0,0.33%
12/29/2017,1294.85,1307.69,1293.59,1302.55,1302.55,0,0.60%
12/28/2017,1287.31,1295.30,1286.66,1294.84,1294.84,0,0.58%
12/27/2017,1283.64,1289.40,1281.46,1287.41,1287.41,0,0.32%
12/26/2017,1274.91,1283.77,1273.25,1283.29,1283.29,0,0.63%
12/25/2017,1275.24,1275.24,1275.24,1275.24,1275.24,0,0.02%
12/22/2017,1267.12,1276.38,1265.10,1275.01,1275.01,0,0.65%
12/21/2017,1265.62,1268.97,1263.02,1266.76,1266.76,0,0.09%
12/20/2017,1261.69,1267.84,1261.23,1265.62,1265.62,0,0.31%
12/19/2017,1261.70,1265.26,1258.97,1261.72,1261.72,0,0.00%
12/18/2017,1253.79,1264.37,1252.68,1261.69,1261.69,0,0.51%
12/15/2017,1252.83,1261.89,1251.94,1255.26,1255.26,0,0.19%
12/14/2017,1255.54,1259.18,1249.92,1252.85,1252.85,0,-0.21%
12/13/2017,1243.88,1256.95,1240.06,1255.45,1255.45,0,0.93%
12/12/2017,1242.25,1246.62,1236.31,1243.85,1243.85,0,0.15%
12/11/2017,1247.28,1251.67,1240.19,1241.96,1241.96,0,-0.50%
12/08/2017,1247.34,1252.66,1244.34,1248.14,1248.14,0,0.12%
12/07/2017,1264.26,1264.82,1244.11,1246.70,1246.70,0,-1.36%
12/06/2017,1266.62,1269.32,1262.39,1263.94,1263.94,0,-0.21%
12/05/2017,1276.54,1277.41,1261.11,1266.55,1266.55,0,-0.76%
12/04/2017,1272.93,1277.24,1271.80,1276.23,1276.23,0,-0.31%
12/01/2017,1274.29,1289.58,1271.58,1280.26,1280.26,0,0.43%
11/30/2017,1283.88,1285.70,1270.51,1274.76,1274.76,0,-0.69%
11/29/2017,1293.90,1296.75,1281.98,1283.57,1283.57,0,-0.81%
11/28/2017,1294.85,1297.74,1291.01,1294.01,1294.01,0,-0.04%
11/27/2017,1288.57,1299.20,1286.47,1294.50,1294.50,0,0.49%
11/24/2017,1291.51,1293.61,1286.15,1288.22,1288.22,0,-0.23%
11/23/2017,1292.40,1293.46,1287.46,1291.25,1291.25,0,-0.07%
11/22/2017,1280.38,1294.75,1278.77,1292.12,1292.12,0,0.91%
11/21/2017,1276.70,1284.87,1276.08,1280.48,1280.48,0,0.30%
11/20/2017,1292.68,1294.80,1274.92,1276.70,1276.70,0,-1.37%
11/17/2017,1278.44,1297.04,1277.94,1294.37,1294.37,0,1.24%
11/16/2017,1278.47,1281.60,1274.98,1278.47,1278.47,0,-0.03%
11/15/2017,1281.00,1289.47,1277.04,1278.80,1278.80,0,-0.15%
11/14/2017,1278.17,1283.68,1270.64,1280.71,1280.71,0,0.21%
11/13/2017,1275.16,1280.22,1274.29,1277.99,1277.99,0,0.14%
11/10/2017,1285.21,1287.16,1273.33,1276.14,1276.14,0,-0.71%
11/09/2017,1281.62,1288.72,1280.09,1285.30,1285.30,0,0.31%
11/08/2017,1275.85,1287.52,1275.23,1281.30,1281.30,0,0.45%
11/07/2017,1281.82,1281.97,1271.68,1275.53,1275.53,0,-0.47%
11/06/2017,1269.49,1283.01,1266.05,1281.55,1281.55,0,0.92%
11/03/2017,1276.80,1279.74,1265.55,1269.85,1269.85,0,-0.48%
11/02/2017,1274.91,1284.49,1273.64,1275.99,1275.99,0,0.13%
11/01/2017,1270.88,1281.25,1267.98,1274.39,1274.39,0,0.22%
10/31/2017,1276.29,1278.36,1268.01,1271.58,1271.58,0,-0.37%
10/30/2017,1273.59,1279.29,1268.80,1276.24,1276.24,0,0.23%
10/27/2017,1268.07,1274.80,1264.10,1273.35,1273.35,0,0.49%
10/26/2017,1277.56,1282.80,1265.69,1267.11,1267.11,0,-0.81%
10/25/2017,1276.85,1280.39,1271.03,1277.41,1277.41,0,0.05%
10/24/2017,1282.01,1284.06,1273.43,1276.72,1276.72,0,-0.42%
10/23/2017,1277.45,1283.66,1272.24,1282.07,1282.07,0,0.11%
10/20/2017,1289.57,1291.47,1277.88,1280.72,1280.72,0,-0.70%
10/19/2017,1281.25,1290.69,1276.61,1289.79,1289.79,0,0.67%
10/18/2017,1285.18,1289.08,1277.13,1281.17,1281.17,0,-0.31%
10/17/2017,1295.32,1296.66,1281.69,1285.19,1285.19,0,-0.74%
10/16/2017,1303.88,1306.80,1291.01,1294.74,1294.74,0,-0.78%
10/13/2017,1293.73,1304.88,1291.04,1304.88,1304.88,0,0.87%
10/12/2017,1292.01,1297.60,1289.47,1293.60,1293.60,0,0.14%
10/11/2017,1287.91,1293.56,1284.12,1291.80,1291.80,0,0.31%
10/10/2017,1284.35,1294.63,1282.29,1287.85,1287.85,0,0.29%
10/09/2017,1275.45,1285.50,1275.21,1284.10,1284.10,0,0.63%
10/06/2017,1269.09,1277.18,1260.89,1276.03,1276.03,0,0.63%
10/05/2017,1275.16,1279.42,1266.90,1268.05,1268.05,0,-0.52%
10/04/2017,1271.64,1282.42,1270.85,1274.69,1274.69,0,0.23%
10/03/2017,1270.71,1274.71,1267.91,1271.75,1271.75,0,0.05%
10/02/2017,1279.50,1279.61,1270.45,1271.12,1271.12,0,-0.65%
09/29/2017,1286.91,1290.47,1278.24,1279.45,1279.45,0,-0.61%
09/28/2017,1281.11,1289.00,1277.64,1287.30,1287.30,0,0.48%
09/27/2017,1293.61,1296.54,1281.12,1281.12,1281.12,0,-0.99%
09/26/2017,1309.90,1313.92,1293.04,1293.89,1293.89,0,-1.27%
09/25/2017,1297.67,1311.90,1290.63,1310.55,1310.55,0,1.02%
09/22/2017,1291.30,1299.14,1291.30,1297.38,1297.38,0,0.46%
09/21/2017,1301.02,1302.07,1287.99,1291.39,1291.39,0,-0.75%
09/20/2017,1310.94,1316.25,1295.96,1301.15,1301.15,0,-0.77%
09/19/2017,1307.30,1311.78,1304.98,1311.28,1311.28,0,0.28%
09/18/2017,1320.50,1320.50,1305.03,1307.57,1307.57,0,-0.91%
09/15/2017,1329.83,1334.76,1319.62,1319.62,1319.62,0,-0.77%
09/14/2017,1323.56,1330.69,1316.11,1329.83,1329.83,0,0.50%
09/13/2017,1331.95,1335.05,1320.91,1323.25,1323.25,0,-0.65%
09/12/2017,1327.86,1332.43,1322.55,1331.94,1331.94,0,0.35%
09/11/2017,1337.45,1340.36,1326.36,1327.32,1327.32,0,-1.44%
09/08/2017,1348.83,1357.94,1343.00,1346.71,1346.71,0,-0.18%
09/07/2017,1334.27,1350.27,1332.60,1349.20,1349.20,0,1.13%
09/06/2017,1339.55,1342.84,1331.66,1334.14,1334.14,0,-0.39%
09/05/2017,1335.07,1345.18,1327.96,1339.33,1339.33,0,0.35%
09/04/2017,1334.38,1339.85,1331.92,1334.67,1334.67,0,0.73%
09/01/2017,1321.80,1329.20,1316.65,1324.97,1324.97,0,0.22%
08/31/2017,1308.80,1324.11,1300.82,1322.07,1322.07,0,1.02%
08/30/2017,1309.26,1313.87,1305.26,1308.76,1308.76,0,-0.06%
08/29/2017,1317.75,1326.14,1304.93,1309.50,1309.50,0,-0.08%
08/28/2017,1292.76,1312.99,1292.49,1310.49,1310.49,0,1.50%
08/25/2017,1285.91,1294.14,1278.66,1291.15,1291.15,0,0.37%
